split,relation,depth_mode,depth_bucket,count,fraction_within_relation,relation_train_frequency
test,concept:organizationdissolvedatdate,undirected,>4_or_unreachable,2,0.18181818181818182,30
test,concept:organizationheadquarteredincity,undirected,1,5,0.35714285714285715,93
test,concept:organizationheadquarteredincity,undirected,3,1,0.07142857142857142,93
test,concept:organizationheadquarteredincity,undirected,4,2,0.14285714285714285,93
test,concept:organizationheadquarteredincity,undirected,>4_or_unreachable,6,0.42857142857142855,93
test,concept:organizationheadquarteredincountry,undirected,3,1,0.2,67
test,concept:organizationheadquarteredincountry,undirected,4,1,0.2,67
test,concept:organizationheadquarteredincountry,undirected,>4_or_unreachable,3,0.6,67
test,concept:organizationheadquarteredinstateorprovince,undirected,3,4,0.5,29
test,concept:organizationheadquarteredinstateorprovince,undirected,4,3,0.375,29
test,concept:organizationheadquarteredinstateorprovince,undirected,>4_or_unreachable,1,0.125,29
test,concept:organizationhiredperson,undirected,1,5,0.19230769230769232,192
test,concept:organizationhiredperson,undirected,3,9,0.34615384615384615,192
test,concept:organizationhiredperson,undirected,4,1,0.038461538461538464,192
test,concept:organizationhiredperson,undirected,>4_or_unreachable,11,0.4230769230769231,192
test,concept:organizationterminatedperson,undirected,1,7,0.5,133
test,concept:organizationterminatedperson,undirected,3,2,0.14285714285714285,133
test,concept:organizationterminatedperson,undirected,4,2,0.14285714285714285,133
test,concept:organizationterminatedperson,undirected,>4_or_unreachable,3,0.21428571428571427,133
test,concept:parentofperson,undirected,3,1,0.1111111111111111,54
test,concept:parentofperson,undirected,4,2,0.2222222222222222,54
test,concept:parentofperson,undirected,>4_or_unreachable,6,0.6666666666666666,54
test,concept:parkincity,undirected,>4_or_unreachable,1,1.0,43
test,concept:personalsoknownas,undirected,1,5,0.35714285714285715,48
test,concept:personalsoknownas,undirected,2,6,0.42857142857142855,48
test,concept:personalsoknownas,undirected,3,3,0.21428571428571427,48
test,concept:personbelongstoorganization,undirected,1,2,0.08,162
test,concept:personbelongstoorganization,undirected,2,1,0.04,162
test,concept:personbelongstoorganization,undirected,3,9,0.36,162
test,concept:personbelongstoorganization,undirected,4,2,0.08,162
test,concept:personbelongstoorganization,undirected,>4_or_unreachable,11,0.44,162
test,concept:personbornincity,undirected,1,2,0.125,99
test,concept:personbornincity,undirected,3,9,0.5625,99
test,concept:personbornincity,undirected,4,3,0.1875,99
test,concept:personbornincity,undirected,>4_or_unreachable,2,0.125,99
test,concept:personborninlocation,undirected,1,8,0.42105263157894735,66
test,concept:personborninlocation,undirected,2,1,0.05263157894736842,66
test,concept:personborninlocation,undirected,3,8,0.42105263157894735,66
test,concept:personborninlocation,undirected,>4_or_unreachable,2,0.10526315789473684,66
test,concept:personchargedwithcrime,undirected,3,4,0.5714285714285714,52
test,concept:personchargedwithcrime,undirected,>4_or_unreachable,3,0.42857142857142855,52
test,concept:persondiedincountry,undirected,4,1,0.3333333333333333,174
test,concept:persondiedincountry,undirected,>4_or_unreachable,2,0.6666666666666666,174
test,concept:persongraduatedfromuniversity,undirected,1,8,0.17777777777777778,106
test,concept:persongraduatedfromuniversity,undirected,3,22,0.4888888888888889,106
test,concept:persongraduatedfromuniversity,undirected,4,3,0.06666666666666667,106
test,concept:persongraduatedfromuniversity,undirected,>4_or_unreachable,12,0.26666666666666666,106
test,concept:persongraduatedschool,undirected,1,4,0.19047619047619047,80
test,concept:persongraduatedschool,undirected,3,12,0.5714285714285714,80
test,concept:persongraduatedschool,undirected,>4_or_unreachable,5,0.23809523809523808,80
test,concept:personhascitizenship,undirected,2,1,0.05263157894736842,58
test,concept:personhascitizenship,undirected,3,8,0.42105263157894735,58
test,concept:personhascitizenship,undirected,4,3,0.15789473684210525,58
test,concept:personhascitizenship,undirected,>4_or_unreachable,7,0.3684210526315789,58
test,concept:personhasjobposition,undirected,3,2,0.18181818181818182,101
test,concept:personhasjobposition,undirected,>4_or_unreachable,9,0.8181818181818182,101
test,concept:personhasresidenceingeopoliticallocation,undirected,1,1,0.09090909090909091,57
test,concept:personhasresidenceingeopoliticallocation,undirected,2,2,0.18181818181818182,57
test,concept:personhasresidenceingeopoliticallocation,undirected,3,3,0.2727272727272727,57
test,concept:personhasresidenceingeopoliticallocation,undirected,4,4,0.36363636363636365,57
test,concept:personhasresidenceingeopoliticallocation,undirected,>4_or_unreachable,1,0.09090909090909091,57
test,concept:personleadsgeopoliticalorganization,undirected,1,1,0.16666666666666666,23
test,concept:personleadsgeopoliticalorganization,undirected,3,3,0.5,23
test,concept:personleadsgeopoliticalorganization,undirected,>4_or_unreachable,2,0.3333333333333333,23
test,concept:personleadsorganization,undirected,1,9,0.42857142857142855,95
test,concept:personleadsorganization,undirected,3,2,0.09523809523809523,95
test,concept:personleadsorganization,undirected,4,4,0.19047619047619047,95
test,concept:personleadsorganization,undirected,>4_or_unreachable,6,0.2857142857142857,95
test,concept:personmovedtostateorprovince,undirected,3,4,0.4444444444444444,41
test,concept:personmovedtostateorprovince,undirected,4,3,0.3333333333333333,41
test,concept:personmovedtostateorprovince,undirected,>4_or_unreachable,2,0.2222222222222222,41
test,concept:plantgrowinginplant,undirected,3,3,1.0,19
test,concept:plantincludeplant,undirected,1,5,0.3125,153
test,concept:plantincludeplant,undirected,2,2,0.125,153
test,concept:plantincludeplant,undirected,3,4,0.25,153
test,concept:plantincludeplant,undirected,4,1,0.0625,153
test,concept:plantincludeplant,undirected,>4_or_unreachable,4,0.25,153
test,concept:plantrepresentemotion,undirected,>4_or_unreachable,2,1.0,19
test,concept:politicianholdsoffice,undirected,2,2,0.15384615384615385,83
test,concept:politicianholdsoffice,undirected,3,6,0.46153846153846156,83
test,concept:politicianholdsoffice,undirected,4,1,0.07692307692307693,83
test,concept:politicianholdsoffice,undirected,>4_or_unreachable,4,0.3076923076923077,83
test,concept:politicianrepresentslocation,undirected,2,1,0.05,87
test,concept:politicianrepresentslocation,undirected,3,9,0.45,87
test,concept:politicianrepresentslocation,undirected,4,4,0.2,87
test,concept:politicianrepresentslocation,undirected,>4_or_unreachable,6,0.3,87
test,concept:politicianusendorsedbypoliticianus,undirected,1,8,0.16666666666666666,167
test,concept:politicianusendorsedbypoliticianus,undirected,2,11,0.22916666666666666,167
test,concept:politicianusendorsedbypoliticianus,undirected,3,23,0.4791666666666667,167
test,concept:politicianusendorsedbypoliticianus,undirected,4,1,0.020833333333333332,167
test,concept:politicianusendorsedbypoliticianus,undirected,>4_or_unreachable,5,0.10416666666666667,167
test,concept:politicianusholdsoffice,undirected,2,1,0.058823529411764705,49
test,concept:politicianusholdsoffice,undirected,3,13,0.7647058823529411,49
test,concept:politicianusholdsoffice,undirected,4,2,0.11764705882352941,49
test,concept:politicianusholdsoffice,undirected,>4_or_unreachable,1,0.058823529411764705,49
test,concept:politicianusmemberofpoliticalgroup,undirected,2,2,0.4,56
test,concept:politicianusmemberofpoliticalgroup,undirected,3,1,0.2,56
test,concept:politicianusmemberofpoliticalgroup,undirected,4,1,0.2,56
test,concept:politicianusmemberofpoliticalgroup,undirected,>4_or_unreachable,1,0.2,56
test,concept:producesproduct,undirected,1,4,0.36363636363636365,65
test,concept:producesproduct,undirected,2,1,0.09090909090909091,65
test,concept:producesproduct,undirected,3,2,0.18181818181818182,65
test,concept:producesproduct,undirected,>4_or_unreachable,4,0.36363636363636365,65
test,concept:professionistypeofprofession,undirected,1,20,0.15151515151515152,432
test,concept:professionistypeofprofession,undirected,2,55,0.4166666666666667,432
test,concept:professionistypeofprofession,undirected,3,49,0.3712121212121212,432
test,concept:professionistypeofprofession,undirected,4,2,0.015151515151515152,432
test,concept:professionistypeofprofession,undirected,>4_or_unreachable,6,0.045454545454545456,432
test,concept:professionusestool,undirected,2,3,0.21428571428571427,27
test,concept:professionusestool,undirected,3,9,0.6428571428571429,27
test,concept:professionusestool,undirected,>4_or_unreachable,2,0.14285714285714285,27
test,concept:proxyfor,undirected,1,27,0.16666666666666666,868
test,concept:proxyfor,undirected,2,15,0.09259259259259259,868
test,concept:proxyfor,undirected,3,64,0.3950617283950617,868
test,concept:proxyfor,undirected,4,20,0.12345679012345678,868
test,concept:proxyfor,undirected,>4_or_unreachable,36,0.2222222222222222,868
test,concept:riveremptiesintoriver,undirected,2,1,0.14285714285714285,53
test,concept:riveremptiesintoriver,undirected,>4_or_unreachable,6,0.8571428571428571,53
test,concept:specializationof,undirected,1,2,0.16666666666666666,42
test,concept:specializationof,undirected,2,2,0.16666666666666666,42
test,concept:specializationof,undirected,3,4,0.3333333333333333,42
test,concept:specializationof,undirected,>4_or_unreachable,4,0.3333333333333333,42
test,concept:sportfansincountry,undirected,1,3,0.3,43
test,concept:sportfansincountry,undirected,3,7,0.7,43
test,concept:sporthassportsteamposition,undirected,3,2,0.4,31
test,concept:sporthassportsteamposition,undirected,4,1,0.2,31
test,concept:sporthassportsteamposition,undirected,>4_or_unreachable,2,0.4,31
test,concept:sportschoolincountry,undirected,1,2,0.14285714285714285,51
test,concept:sportschoolincountry,undirected,3,12,0.8571428571428571,51
test,concept:sportsgamesport,undirected,3,3,1.0,22
test,concept:sportsgameteam,undirected,2,19,0.40425531914893614,142
test,concept:sportsgameteam,undirected,3,19,0.40425531914893614,142
test,concept:sportsgameteam,undirected,4,3,0.06382978723404255,142
test,concept:sportsgameteam,undirected,>4_or_unreachable,6,0.1276595744680851,142
test,concept:sportsgamewinner,undirected,2,2,0.5,36
test,concept:sportsgamewinner,undirected,3,1,0.25,36
test,concept:sportsgamewinner,undirected,>4_or_unreachable,1,0.25,36
test,concept:sportusesequipment,undirected,3,7,0.5384615384615384,98
test,concept:sportusesequipment,undirected,>4_or_unreachable,6,0.46153846153846156,98
test,concept:sportusesstadium,undirected,3,2,0.3333333333333333,29
test,concept:sportusesstadium,undirected,4,2,0.3333333333333333,29
test,concept:sportusesstadium,undirected,>4_or_unreachable,2,0.3333333333333333,29
test,concept:stadiumlocatedincity,undirected,>4_or_unreachable,2,1.0,67
test,concept:statehascapital,undirected,2,1,0.3333333333333333,15
test,concept:statehascapital,undirected,>4_or_unreachable,2,0.6666666666666666,15
test,concept:statelocatedincountry,undirected,2,1,0.16666666666666666,26
test,concept:statelocatedincountry,undirected,3,1,0.16666666666666666,26
test,concept:statelocatedincountry,undirected,4,3,0.5,26
test,concept:statelocatedincountry,undirected,>4_or_unreachable,1,0.16666666666666666,26
test,concept:statelocatedingeopoliticallocation,undirected,1,1,0.02127659574468085,106
test,concept:statelocatedingeopoliticallocation,undirected,2,13,0.2765957446808511,106
test,concept:statelocatedingeopoliticallocation,undirected,3,25,0.5319148936170213,106
test,concept:statelocatedingeopoliticallocation,undirected,4,6,0.1276595744680851,106
test,concept:statelocatedingeopoliticallocation,undirected,>4_or_unreachable,2,0.0425531914893617,106
test,concept:stateorprovinceisborderedbystateorprovince,undirected,3,2,0.4,32
test,concept:stateorprovinceisborderedbystateorprovince,undirected,4,3,0.6,32
test,concept:subpartof,undirected,1,28,0.23931623931623933,673
test,concept:subpartof,undirected,2,1,0.008547008547008548,673
test,concept:subpartof,undirected,3,44,0.37606837606837606,673
test,concept:subpartof,undirected,4,9,0.07692307692307693,673
test,concept:subpartof,undirected,>4_or_unreachable,35,0.29914529914529914,673
test,concept:subpartoforganization,undirected,1,2,0.045454545454545456,345
test,concept:subpartoforganization,undirected,2,2,0.045454545454545456,345
test,concept:subpartoforganization,undirected,3,23,0.5227272727272727,345
test,concept:subpartoforganization,undirected,4,5,0.11363636363636363,345
test,concept:subpartoforganization,undirected,>4_or_unreachable,12,0.2727272727272727,345
test,concept:synonymfor,undirected,1,5,0.2,101
test,concept:synonymfor,undirected,2,2,0.08,101
test,concept:synonymfor,undirected,3,10,0.4,101
test,concept:synonymfor,undirected,4,3,0.12,101
test,concept:synonymfor,undirected,>4_or_unreachable,5,0.2,101
test,concept:teamalsoknownas,undirected,1,1,0.1111111111111111,28
test,concept:teamalsoknownas,undirected,2,5,0.5555555555555556,28
test,concept:teamalsoknownas,undirected,3,2,0.2222222222222222,28
test,concept:teamalsoknownas,undirected,4,1,0.1111111111111111,28
test,concept:teamhomestadium,undirected,2,1,0.14285714285714285,29
test,concept:teamhomestadium,undirected,3,1,0.14285714285714285,29
test,concept:teamhomestadium,undirected,4,3,0.42857142857142855,29
test,concept:teamhomestadium,undirected,>4_or_unreachable,2,0.2857142857142857,29
test,concept:teamplaysagainstteam,undirected,1,38,0.15079365079365079,584
test,concept:teamplaysagainstteam,undirected,2,140,0.5555555555555556,584
test,concept:teamplaysagainstteam,undirected,3,50,0.1984126984126984,584
test,concept:teamplaysagainstteam,undirected,4,11,0.04365079365079365,584
test,concept:teamplaysagainstteam,undirected,>4_or_unreachable,13,0.051587301587301584,584
test,concept:teamplaysincity,undirected,2,1,0.0625,60
test,concept:teamplaysincity,undirected,3,1,0.0625,60
test,concept:teamplaysincity,undirected,4,2,0.125,60
test,concept:teamplaysincity,undirected,>4_or_unreachable,12,0.75,60
test,concept:teamplaysinleague,undirected,1,1,0.037037037037037035,158
test,concept:teamplaysinleague,undirected,2,4,0.14814814814814814,158
test,concept:teamplaysinleague,undirected,3,16,0.5925925925925926,158
test,concept:teamplaysinleague,undirected,4,3,0.1111111111111111,158
test,concept:teamplaysinleague,undirected,>4_or_unreachable,3,0.1111111111111111,158
test,concept:teamplayssport,undirected,2,2,0.14285714285714285,34
test,concept:teamplayssport,undirected,3,5,0.35714285714285715,34
test,concept:teamplayssport,undirected,4,3,0.21428571428571427,34
test,concept:teamplayssport,undirected,>4_or_unreachable,4,0.2857142857142857,34
test,concept:teamwontrophy,undirected,2,10,0.5,50
test,concept:teamwontrophy,undirected,3,7,0.35,50
test,concept:teamwontrophy,undirected,4,2,0.1,50
test,concept:teamwontrophy,undirected,>4_or_unreachable,1,0.05,50
test,concept:televisionstationaffiliatedwith,undirected,3,8,1.0,162
test,concept:televisionstationincity,undirected,1,2,0.4,35
test,concept:televisionstationincity,undirected,>4_or_unreachable,3,0.6,35
test,concept:thinghascolor,undirected,>4_or_unreachable,6,1.0,35
test,concept:thinghasshape,undirected,>4_or_unreachable,6,1.0,37
test,concept:topmemberoforganization,undirected,1,6,0.75,56
test,concept:topmemberoforganization,undirected,3,1,0.125,56
test,concept:topmemberoforganization,undirected,>4_or_unreachable,1,0.125,56
test,concept:touristattractionsuchastouristattraction,undirected,>4_or_unreachable,2,1.0,143
test,concept:transportationincity,undirected,4,1,1.0,19
test,concept:visualartistartform,undirected,3,2,0.5,80
test,concept:visualartistartform,undirected,>4_or_unreachable,2,0.5,80
test,concept:weaponmadeincountry,undirected,3,14,0.7777777777777778,63
test,concept:weaponmadeincountry,undirected,4,3,0.16666666666666666,63
test,concept:weaponmadeincountry,undirected,>4_or_unreachable,1,0.05555555555555555,63
test,concept:weaponssuchasweapons,undirected,>4_or_unreachable,2,1.0,164
test,concept:worksfor,undirected,1,16,0.5333333333333333,187
test,concept:worksfor,undirected,2,1,0.03333333333333333,187
test,concept:worksfor,undirected,3,4,0.13333333333333333,187
test,concept:worksfor,undirected,4,2,0.06666666666666667,187
test,concept:worksfor,undirected,>4_or_unreachable,7,0.23333333333333334,187
train,concept:academicfieldconcernssubject,undirected,2,4,0.13333333333333333,30
train,concept:academicfieldconcernssubject,undirected,3,1,0.03333333333333333,30
train,concept:academicfieldconcernssubject,undirected,4,1,0.03333333333333333,30
train,concept:academicfieldconcernssubject,undirected,>4_or_unreachable,24,0.8,30
train,concept:academicfieldsuchasacademicfield,undirected,1,4,0.039603960396039604,101
train,concept:academicfieldsuchasacademicfield,undirected,2,22,0.21782178217821782,101
train,concept:academicfieldsuchasacademicfield,undirected,3,25,0.24752475247524752,101
train,concept:academicfieldsuchasacademicfield,undirected,4,2,0.019801980198019802,101
train,concept:academicfieldsuchasacademicfield,undirected,>4_or_unreachable,48,0.4752475247524752,101
train,concept:academicprogramatuniversity,undirected,2,12,0.05333333333333334,225
train,concept:academicprogramatuniversity,undirected,3,42,0.18666666666666668,225
train,concept:academicprogramatuniversity,undirected,4,14,0.06222222222222222,225
train,concept:academicprogramatuniversity,undirected,>4_or_unreachable,157,0.6977777777777778,225
train,concept:acquired,undirected,2,1,0.016129032258064516,62
train,concept:acquired,undirected,3,1,0.016129032258064516,62
train,concept:acquired,undirected,4,1,0.016129032258064516,62
train,concept:acquired,undirected,>4_or_unreachable,59,0.9516129032258065,62
train,concept:actorstarredinmovie,undirected,>4_or_unreachable,74,1.0,74
train,concept:agentactsinlocation,undirected,1,2,0.007246376811594203,276
train,concept:agentactsinlocation,undirected,2,7,0.025362318840579712,276
train,concept:agentactsinlocation,undirected,3,75,0.2717391304347826,276
train,concept:agentactsinlocation,undirected,4,20,0.07246376811594203,276
train,concept:agentactsinlocation,undirected,>4_or_unreachable,172,0.6231884057971014,276
train,concept:agentbelongstoorganization,undirected,1,17,0.19540229885057472,87
train,concept:agentbelongstoorganization,undirected,3,6,0.06896551724137931,87
train,concept:agentbelongstoorganization,undirected,>4_or_unreachable,64,0.735632183908046,87
train,concept:agentcollaborateswithagent,undirected,1,45,0.14802631578947367,304
train,concept:agentcollaborateswithagent,undirected,2,9,0.029605263157894735,304
train,concept:agentcollaborateswithagent,undirected,3,42,0.13815789473684212,304
train,concept:agentcollaborateswithagent,undirected,4,18,0.05921052631578947,304
train,concept:agentcollaborateswithagent,undirected,>4_or_unreachable,190,0.625,304
train,concept:agentcompeteswithagent,undirected,1,31,0.15656565656565657,198
train,concept:agentcompeteswithagent,undirected,2,14,0.0707070707070707,198
train,concept:agentcompeteswithagent,undirected,3,21,0.10606060606060606,198
train,concept:agentcompeteswithagent,undirected,4,17,0.08585858585858586,198
train,concept:agentcompeteswithagent,undirected,>4_or_unreachable,111,0.5606060606060606,198
train,concept:agentcompeteswithagent,undirected,self_loop,4,0.020202020202020204,198
train,concept:agentcontributedtocreativework,undirected,1,13,0.07514450867052024,173
train,concept:agentcontributedtocreativework,undirected,>4_or_unreachable,160,0.9248554913294798,173
train,concept:agentcontrols,undirected,1,35,0.11945392491467577,293
train,concept:agentcontrols,undirected,3,41,0.13993174061433447,293
train,concept:agentcontrols,undirected,4,13,0.04436860068259386,293
train,concept:agentcontrols,undirected,>4_or_unreachable,204,0.6962457337883959,293
train,concept:agentcreated,undirected,1,36,0.04712041884816754,764
train,concept:agentcreated,undirected,2,8,0.010471204188481676,764
train,concept:agentcreated,undirected,3,24,0.031413612565445025,764
train,concept:agentcreated,undirected,4,13,0.017015706806282723,764
train,concept:agentcreated,undirected,>4_or_unreachable,683,0.893979057591623,764
train,concept:agentinvolvedwithitem,undirected,1,2,0.009478672985781991,211
train,concept:agentinvolvedwithitem,undirected,2,4,0.018957345971563982,211
train,concept:agentinvolvedwithitem,undirected,3,22,0.10426540284360189,211
train,concept:agentinvolvedwithitem,undirected,4,13,0.061611374407582936,211
train,concept:agentinvolvedwithitem,undirected,>4_or_unreachable,170,0.8056872037914692,211
train,concept:agentparticipatedinevent,undirected,2,7,0.03056768558951965,229
train,concept:agentparticipatedinevent,undirected,3,38,0.16593886462882096,229
train,concept:agentparticipatedinevent,undirected,4,13,0.056768558951965066,229
train,concept:agentparticipatedinevent,undirected,>4_or_unreachable,171,0.7467248908296943,229
train,concept:agriculturalproductcamefromcountry,undirected,3,11,0.5238095238095238,21
train,concept:agriculturalproductcamefromcountry,undirected,4,5,0.23809523809523808,21
train,concept:agriculturalproductcamefromcountry,undirected,>4_or_unreachable,5,0.23809523809523808,21
train,concept:agriculturalproductcomingfromvertebrate,undirected,3,15,0.2112676056338028,71
train,concept:agriculturalproductcomingfromvertebrate,undirected,4,6,0.08450704225352113,71
train,concept:agriculturalproductcomingfromvertebrate,undirected,>4_or_unreachable,50,0.704225352112676,71
train,concept:agriculturalproductcontainchemical,undirected,2,2,0.045454545454545456,44
train,concept:agriculturalproductcontainchemical,undirected,3,2,0.045454545454545456,44
train,concept:agriculturalproductcontainchemical,undirected,>4_or_unreachable,40,0.9090909090909091,44
train,concept:agriculturalproductcookedwithagriculturalproduct,undirected,1,14,0.06542056074766354,214
train,concept:agriculturalproductcookedwithagriculturalproduct,undirected,2,35,0.16355140186915887,214
train,concept:agriculturalproductcookedwithagriculturalproduct,undirected,3,70,0.32710280373831774,214
train,concept:agriculturalproductcookedwithagriculturalproduct,undirected,4,11,0.0514018691588785,214
train,concept:agriculturalproductcookedwithagriculturalproduct,undirected,>4_or_unreachable,84,0.3925233644859813,214
train,concept:agriculturalproductcutintogeometricshape,undirected,2,6,0.14634146341463414,41
train,concept:agriculturalproductcutintogeometricshape,undirected,3,9,0.21951219512195122,41
train,concept:agriculturalproductcutintogeometricshape,undirected,4,3,0.07317073170731707,41
train,concept:agriculturalproductcutintogeometricshape,undirected,>4_or_unreachable,23,0.5609756097560976,41
train,concept:agriculturalproductgrowinginstateorprovince,undirected,3,3,0.2,15
train,concept:agriculturalproductgrowinginstateorprovince,undirected,4,1,0.06666666666666667,15
train,concept:agriculturalproductgrowinginstateorprovince,undirected,>4_or_unreachable,11,0.7333333333333333,15
train,concept:agriculturalproductgrowninlandscapefeatures,undirected,3,2,0.08,25
train,concept:agriculturalproductgrowninlandscapefeatures,undirected,>4_or_unreachable,23,0.92,25
train,concept:agriculturalproductincludingagriculturalproduct,undirected,1,1,0.0136986301369863,73
train,concept:agriculturalproductincludingagriculturalproduct,undirected,3,17,0.2328767123287671,73
train,concept:agriculturalproductincludingagriculturalproduct,undirected,4,8,0.1095890410958904,73
train,concept:agriculturalproductincludingagriculturalproduct,undirected,>4_or_unreachable,47,0.6438356164383562,73
train,concept:agriculturalproducttoattractinsect,undirected,1,2,0.07142857142857142,28
train,concept:agriculturalproducttoattractinsect,undirected,2,11,0.39285714285714285,28
train,concept:agriculturalproducttoattractinsect,undirected,3,7,0.25,28
train,concept:agriculturalproducttoattractinsect,undirected,4,1,0.03571428571428571,28
train,concept:agriculturalproducttoattractinsect,undirected,>4_or_unreachable,7,0.25,28
train,concept:airportincity,undirected,1,9,0.14516129032258066,62
train,concept:airportincity,undirected,3,1,0.016129032258064516,62
train,concept:airportincity,undirected,>4_or_unreachable,52,0.8387096774193549,62
train,concept:animaldevelopdisease,undirected,2,7,0.058823529411764705,119
train,concept:animaldevelopdisease,undirected,3,10,0.08403361344537816,119
train,concept:animaldevelopdisease,undirected,4,10,0.08403361344537816,119
train,concept:animaldevelopdisease,undirected,>4_or_unreachable,92,0.773109243697479,119
train,concept:animaleatfood,undirected,1,1,0.00847457627118644,118
train,concept:animaleatfood,undirected,2,3,0.025423728813559324,118
train,concept:animaleatfood,undirected,3,7,0.059322033898305086,118
train,concept:animaleatfood,undirected,4,12,0.1016949152542373,118
train,concept:animaleatfood,undirected,>4_or_unreachable,95,0.8050847457627118,118
train,concept:animaleatvegetable,undirected,2,2,0.045454545454545456,44
train,concept:animaleatvegetable,undirected,3,7,0.1590909090909091,44
train,concept:animaleatvegetable,undirected,4,1,0.022727272727272728,44
train,concept:animaleatvegetable,undirected,>4_or_unreachable,34,0.7727272727272727,44
train,concept:animalistypeofanimal,undirected,1,66,0.2357142857142857,280
train,concept:animalistypeofanimal,undirected,2,64,0.22857142857142856,280
train,concept:animalistypeofanimal,undirected,3,62,0.22142857142857142,280
train,concept:animalistypeofanimal,undirected,4,10,0.03571428571428571,280
train,concept:animalistypeofanimal,undirected,>4_or_unreachable,78,0.2785714285714286,280
train,concept:animalpreyson,undirected,1,83,0.3229571984435798,257
train,concept:animalpreyson,undirected,2,44,0.17120622568093385,257
train,concept:animalpreyson,undirected,3,54,0.21011673151750973,257
train,concept:animalpreyson,undirected,4,14,0.054474708171206226,257
train,concept:animalpreyson,undirected,>4_or_unreachable,55,0.2140077821011673,257
train,concept:animalpreyson,undirected,self_loop,7,0.027237354085603113,257
train,concept:animalsuchasfish,undirected,2,1,0.01639344262295082,61
train,concept:animalsuchasfish,undirected,3,5,0.08196721311475409,61
train,concept:animalsuchasfish,undirected,4,1,0.01639344262295082,61
train,concept:animalsuchasfish,undirected,>4_or_unreachable,54,0.8852459016393442,61
train,concept:animalsuchasinsect,undirected,1,46,0.5111111111111111,90
train,concept:animalsuchasinsect,undirected,2,27,0.3,90
train,concept:animalsuchasinsect,undirected,3,9,0.1,90
train,concept:animalsuchasinsect,undirected,>4_or_unreachable,8,0.08888888888888889,90
train,concept:animalsuchasinvertebrate,undirected,1,17,0.37777777777777777,45
train,concept:animalsuchasinvertebrate,undirected,2,5,0.1111111111111111,45
train,concept:animalsuchasinvertebrate,undirected,3,8,0.17777777777777778,45
train,concept:animalsuchasinvertebrate,undirected,4,3,0.06666666666666667,45
train,concept:animalsuchasinvertebrate,undirected,>4_or_unreachable,12,0.26666666666666666,45
train,concept:animalthatfeedoninsect,undirected,1,25,0.423728813559322,59
train,concept:animalthatfeedoninsect,undirected,2,14,0.23728813559322035,59
train,concept:animalthatfeedoninsect,undirected,3,7,0.11864406779661017,59
train,concept:animalthatfeedoninsect,undirected,4,1,0.01694915254237288,59
train,concept:animalthatfeedoninsect,undirected,>4_or_unreachable,12,0.2033898305084746,59
train,concept:arterycalledartery,undirected,1,7,0.14893617021276595,47
train,concept:arterycalledartery,undirected,2,2,0.0425531914893617,47
train,concept:arterycalledartery,undirected,3,4,0.0851063829787234,47
train,concept:arterycalledartery,undirected,4,4,0.0851063829787234,47
train,concept:arterycalledartery,undirected,>4_or_unreachable,30,0.6382978723404256,47
train,concept:arthropodandotherarthropod,undirected,1,19,0.37254901960784315,51
train,concept:arthropodandotherarthropod,undirected,2,12,0.23529411764705882,51
train,concept:arthropodandotherarthropod,undirected,3,8,0.1568627450980392,51
train,concept:arthropodandotherarthropod,undirected,4,1,0.0196078431372549,51
train,concept:arthropodandotherarthropod,undirected,>4_or_unreachable,11,0.21568627450980393,51
train,concept:arthropodcalledarthropod,undirected,1,26,0.41935483870967744,62
train,concept:arthropodcalledarthropod,undirected,2,6,0.0967741935483871,62
train,concept:arthropodcalledarthropod,undirected,3,14,0.22580645161290322,62
train,concept:arthropodcalledarthropod,undirected,4,2,0.03225806451612903,62
train,concept:arthropodcalledarthropod,undirected,>4_or_unreachable,14,0.22580645161290322,62
train,concept:atdate,undirected,1,2,0.0007889546351084812,2535
train,concept:atdate,undirected,2,69,0.027218934911242602,2535
train,concept:atdate,undirected,3,1673,0.6599605522682446,2535
train,concept:atdate,undirected,4,95,0.03747534516765286,2535
train,concept:atdate,undirected,>4_or_unreachable,696,0.27455621301775146,2535
train,concept:athletebeatathlete,undirected,2,1,0.038461538461538464,26
train,concept:athletebeatathlete,undirected,3,2,0.07692307692307693,26
train,concept:athletebeatathlete,undirected,4,2,0.07692307692307693,26
train,concept:athletebeatathlete,undirected,>4_or_unreachable,21,0.8076923076923077,26
train,concept:athleteflyouttosportsteamposition,undirected,3,31,0.21678321678321677,143
train,concept:athleteflyouttosportsteamposition,undirected,4,4,0.027972027972027972,143
train,concept:athleteflyouttosportsteamposition,undirected,>4_or_unreachable,108,0.7552447552447552,143
train,concept:athletehomestadium,undirected,2,4,0.04597701149425287,87
train,concept:athletehomestadium,undirected,3,4,0.04597701149425287,87
train,concept:athletehomestadium,undirected,4,2,0.022988505747126436,87
train,concept:athletehomestadium,undirected,>4_or_unreachable,77,0.8850574712643678,87
train,concept:athleteinjuredhisbodypart,undirected,>4_or_unreachable,34,1.0,34
train,concept:athleteledsportsteam,undirected,1,9,0.13636363636363635,66
train,concept:athleteledsportsteam,undirected,2,2,0.030303030303030304,66
train,concept:athleteledsportsteam,undirected,3,5,0.07575757575757576,66
train,concept:athleteledsportsteam,undirected,>4_or_unreachable,50,0.7575757575757576,66
train,concept:athleteplaysforteam,undirected,1,9,0.0703125,128
train,concept:athleteplaysforteam,undirected,2,4,0.03125,128
train,concept:athleteplaysforteam,undirected,3,16,0.125,128
